,Pittsburgh,New_York,Dallas
FMPC 3934: efflux RND transporter periplasmic adaptor subunit ,0.480769231,0.5,0.5
FMPC 3935: IS110 family transposase ,0.514988688,0.358095238,0.387755102
FMPC 3936: alcohol dehydrogenase catalytic domain-containing protein ,0.5,0.5,0.5
FMPC 3937: PEP/pyruvate-binding domain-containing protein ,0.501131222,0.321904762,0.591836735
FMPC 3938: *hhblits annotated* TPR repeat protein  db:Pdp70 e-value:1e-157 ,0.5,0.5,0.5
FMPC 3939: CapA family protein ,0.5,0.476190476,0.5
FMPC 3940: Gfo/Idh/MocA family oxidoreductase ,0.579751131,0.455238095,0.571428571
FMPC 3941: N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA ,0.507352941,0.379047619,0.612244898
FMPC 3942: alanine--glyoxylate aminotransferase family protein ,0.5,0.5,0.5
FMPC 3943: sensor histidine kinase ,0.507352941,0.5,0.5
FMPC 3944: MFS transporter ,0.5,0.5,0.5
FMPC 3945: glycosyltransferase family 4 protein ,0.507352941,0.52,0.428571429
FMPC 3946: type IV secretion system protein VirB10 ,0.537330317,0.476190476,0.428571429
FMPC 3947: site-specific integrase ,0.487839367,0.495238095,0.428571429
FMPC 3948: *hhblits annotated* Mobilization protein  db:Pdp70 e-value:6.3e-40 ,0.5,0.452380952,0.5
FMPC 3949: *hhblits annotated* DNA primase  db:Pdp70 e-value:1.7999999999999998e-31 ,0.5,0.5,0.5
FMPC 3950: DUF4238 domain-containing protein ,0.498868778,0.52,0.571428571
FMPC 3951: carboxypeptidase-like regulatory domain-containing protein ,0.496040724,0.5,0.428571429
FMPC 3952: cytochrome c oxidase subunit II ,0.507352941,0.5,0.5
FMPC 3953: virulence-associated E family protein ,0.5,0.5,0.5
FMPC 3954: *hhblits annotated* Lipoprotein  db:Pdp70 e-value:4.2e-88 ,0.5,0.5,0.5
FMPC 3955: phage tail sheath protein ,0.514705882,0.502857143,0.5
FMPC 3956: MFS transporter ,0.5,0.5,0.5
FMPC 3957: galactokinase ,0.442307692,0.413333333,0.469387755
FMPC 3958: MFS transporter ,0.5,0.5,0.5
FMPC 3959: peptidoglycan DD-metalloendopeptidase family protein ,0.5,0.5,0.5
FMPC 3960: tRNA epoxyqueuosine(34) reductase QueG ,0.515554299,0.480952381,0.540816327
"FMPC 3961: homogentisate 1,2-dioxygenase ",0.5,0.452380952,0.5
FMPC 3962: DUF2062 domain-containing protein ,0.5,0.5,0.5
FMPC 3963: NAD(P)-dependent oxidoreductase ,0.5,0.5,0.5
FMPC 3964: *hhblits annotated* Orf00084 (Fragment)  db:Pdp70 e-value:3.3e-168 ,0.537895928,0.376190476,0.387755102
FMPC 3965: TerD family protein ,0.476809955,0.518095238,0.428571429
FMPC 3966: ABC transporter substrate-binding protein ,0.5,0.5,0.5
FMPC 3967: alanine racemase ,0.531108597,0.512380952,0.448979592
FMPC 3968: AI-2E family transporter ,0.5,0.5,0.5
FMPC 3969: alpha-hydroxy-acid oxidizing protein ,0.481900452,0.533333333,0.571428571
FMPC 3970: M20/M25/M40 family metallo-hydrolase ,0.548642534,0.666666667,0.653061224
FMPC 3971: alcohol dehydrogenase catalytic domain-containing protein ,0.5,0.5,0.5
FMPC 3972: iron-containing alcohol dehydrogenase ,0.523190045,0.52952381,0.469387755
FMPC 3973: amidohydrolase ,0.5,0.5,0.5
FMPC 3974: replication initiation protein ,0.505090498,0.636190476,0.489795918
FMPC 3975: acetylornithine transaminase ,0.425339367,0.47047619,0.612244898
FMPC 3976: phage late control D family protein ,0.509615385,0.39047619,0.37755102
FMPC 3977: helicase RepA family protein ,0.397624434,0.438095238,0.326530612
FMPC 3978: amidohydrolase ,0.455882353,0.401904762,0.775510204
FMPC 3979: *hhblits annotated* Uncultured bacterium extrachromosomal DNA RGF00067  db:Pdp70 e-value:1.7e-70 ,0.507352941,0.5,0.510204082
FMPC 3980: peptidase C47 ,0.5,0.5,0.5
FMPC 3981: MFS transporter ,0.5,0.5,0.5
FMPC 3982: *hhblits annotated* Type VII secretion protein EssB db:Uniclust30_2023 e-value:1.3e-194 ,0.507352941,0.5,0.5
"FMPC 3983: GDP-mannose 4,6-dehydratase ",0.450791855,0.367619048,0.306122449
FMPC 3984: LuxR C-terminal-related transcriptional regulator ,0.5,0.5,0.5
FMPC 3985: LysM peptidoglycan-binding domain-containing protein ,0.5,0.476190476,0.5
FMPC 3986: phage portal protein ,0.497737557,0.468571429,0.326530612
FMPC 3987: lactaldehyde reductase ,0.666289593,0.596190476,0.693877551
FMPC 3988: IS481 family transposase ,0.495475113,0.56,0.5
FMPC 3989: ABC transporter substrate-binding protein ,0.5,0.5,0.5
FMPC 3990: *hhblits annotated* Lipoprotein  db:Pdp70 e-value:4.0999999999999996e-92 ,0.5,0.5,0.5
FMPC 3991: glycosyltransferase ,0.523755656,0.415238095,0.479591837
FMPC 3992: helix-turn-helix transcriptional regulator ,0.5,0.5,0.5
FMPC 3993: glycosyltransferase ,0.5,0.5,0.5
FMPC 3994: *hhblits annotated* Putative membrane lipoprotein  db:Pdp70 e-value:0.00064 ,0.5,0.5,0.5
FMPC 3995: VanA-type vancomycin resistance histidine kinase VanS ,0.498868778,0.266666667,0.714285714
FMPC 3996: *hhblits annotated* Predicted protein  db:Pdp70 e-value:1.7e-196 ,0.512443439,0.52,0.571428571
FMPC 3997: ROK family transcriptional regulator ,0.5,0.5,0.5
FMPC 3998: ABC transporter permease ,0.617647059,0.516190476,0.612244898
FMPC 3999: MFS transporter ,0.494343891,0.332380952,0.326530612
FMPC 4000: septation protein SepH ,0.514705882,0.5,0.5
FMPC 4001: *hhblits annotated* Hdig domain protein  db:Pdp70 e-value:4.1e-25 ,0.5,0.5,0.5
FMPC 4002: SAM-dependent methyltransferase ,0.5,0.5,0.5
FMPC 4003: site-specific integrase ,0.540158371,0.598095238,0.387755102
FMPC 4004: conjugative transposon protein TraN ,0.377262443,0.721904762,0.142857143
FMPC 4005: phage late control D family protein ,0.484162896,0.361904762,0.571428571
FMPC 4006: OmpA family protein ,0.5,0.5,0.5
"FMPC 4007: endo-1,4-beta-xylanase ",0.5,0.5,0.5
FMPC 4008: NERD domain-containing protein ,0.5,0.5,0.5
FMPC 4009: acyltransferase family protein ,0.5,0.5,0.5
FMPC 4010: glucose-1-phosphate adenylyltransferase ,0.641402715,0.56,0.673469388
FMPC 4011: restriction endonuclease subunit S ,0.525452489,0.461904762,0.653061224
FMPC 4012: hydroxymethylglutaryl-CoA synthase ,0.491233032,0.459047619,0.551020408
FMPC 4013: *hhblits annotated* Phage capsid protein db:Uniclust30_2023 e-value:1.1000000000000001e-118 ,0.5,0.5,0.5
FMPC 4014: TIR domain-containing protein ,0.5,0.5,0.5
FMPC 4015: IS4 family transposase ,0.5,0.476190476,0.5
FMPC 4016: IS3 family transposase ,0.625565611,0.531428571,0.571428571
FMPC 4017: ROK family transcriptional regulator ,0.541289593,0.676190476,0.632653061
FMPC 4018: formimidoylglutamase ,0.5,0.5,0.5
FMPC 4019: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) ,0.409502262,0.523809524,0.306122449
FMPC 4020: nan,0.52290724,0.472380952,0.469387755
FMPC 4021: *hhblits annotated* TraN family conjugative transfer protein  db:Pdp70 e-value:1.5999999999999998e-198 ,0.514705882,0.5,0.5
FMPC 4022: D-alanyl-D-alanine carboxypeptidase ,0.377262443,0.36952381,0.551020408
FMPC 4023: IS3 family transposase ,0.497171946,0.453333333,0.428571429
FMPC 4024: endolytic transglycosylase MltG ,0.5,0.495238095,0.5
FMPC 4025: DUF3991 domain-containing protein ,0.494909502,0.5,0.428571429
FMPC 4026: IS3 family transposase ,0.50678733,0.337142857,0.571428571
FMPC 4027: ABC transporter permease ,0.456447964,0.464761905,0.357142857
FMPC 4028: A/G-specific adenine glycosylase ,0.535067873,0.527619048,0.673469388
FMPC 4029: diguanylate cyclase ,0.617081448,0.733333333,0.653061224
FMPC 4030: FAD-dependent monooxygenase ,0.5,0.5,0.5
FMPC 4031: *hhblits annotated* Putative type III effector protein  db:Pdp70 e-value:4.7e-06 ,0.540441176,0.314285714,0.795918367
"FMPC 4032: *hhblits annotated* Contig26, whole genome shotgun sequence  db:Pdp70 e-value:1.3e-29 ",0.5,0.5,0.5
"FMPC 4033: UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase ",0.669117647,0.544761905,0.642857143
FMPC 4034: galactonate dehydratase ,0.518099548,0.371428571,0.428571429
FMPC 4035: FAD-dependent monooxygenase ,0.5,0.5,0.5
FMPC 4036: adenosine deaminase ,0.540441176,0.427619048,0.653061224
FMPC 4037: relaxase/mobilization nuclease domain-containing protein ,0.5,0.5,0.5
FMPC 4038: cation:proton antiporter ,0.5,0.5,0.5
FMPC 4039: IS200/IS605 family element RNA-guided endonuclease TnpB ,0.632352941,0.556190476,0.346938776
FMPC 4040: class I SAM-dependent RNA methyltransferase ,0.489536199,0.306666667,0.530612245
FMPC 4041: *hhblits annotated* Processive diacylglycerol beta-glucosyltransferase  db:Pdp70 e-value:1.7e-64 ,0.5,0.5,0.5
FMPC 4042: *hhblits annotated* Type VI secretion protein db:Uniclust30_2023 e-value:3.4e-159 ,0.480486425,0.5,0.5
FMPC 4043: IS3 family transposase ,0.558823529,0.41047619,0.673469388
FMPC 4044: acyl-CoA/acyl-ACP dehydrogenase ,0.5,0.5,0.5
FMPC 4045: *hhblits annotated* Serine/threonine protein kinase  db:Pdp70 e-value:3.8e-20 ,0.5,0.5,0.5
FMPC 4046: 5-(carboxyamino)imidazole ribonucleotide synthase ,0.517251131,0.331428571,0.479591837
FMPC 4047: tyrosine-type recombinase/integrase ,0.5,0.5,0.5
FMPC 4048: *hhblits annotated* Large polyvalent protein-associated domain-containing protein db:Uniclust30_2023 e-value:2e-179 ,0.5,0.476190476,0.5
FMPC 4049: branched-chain amino acid aminotransferase ,0.68438914,0.403809524,0.530612245
FMPC 4050: AAA family ATPase ,0.510746606,0.524761905,0.387755102
FMPC 4051: *hhblits annotated* Conserved domain protein  db:Pdp70 e-value:1.5e-30 ,0.5,0.5,0.5
FMPC 4052: *hhblits annotated* Putative phage integrase  db:Pdp70 e-value:3.2e-141 ,0.507352941,0.452380952,0.5
FMPC 4053: PCMD domain-containing protein ,0.430429864,0.714285714,0.346938776
FMPC 4054: pyridoxal-phosphate dependent enzyme ,0.5,0.5,0.5
FMPC 4055: galactose mutarotase ,0.438631222,0.302857143,0.632653061
FMPC 4056: amidohydrolase ,0.471719457,0.405714286,0.346938776
FMPC 4057: site-specific integrase ,0.480769231,0.476190476,0.5
FMPC 4058: globin domain-containing protein ,0.5,0.5,0.5
FMPC 4059: DUF4868 domain-containing protein ,0.5,0.5,0.5
FMPC 4060: tRNA guanosine(34) transglycosylase Tgt ,0.59219457,0.401904762,0.551020408
FMPC 4061: beta-mannosidase ,0.5,0.5,0.571428571
FMPC 4062: extracellular solute-binding protein ,0.5,0.5,0.428571429
FMPC 4063: glycosyltransferase family 4 protein ,0.527714932,0.456190476,0.530612245
FMPC 4064: IS4 family transposase ,0.496040724,0.435238095,0.632653061
FMPC 4065: *hhblits annotated* Predicted protein  db:Pdp70 e-value:9.3e-11 ,0.5,0.5,0.5
FMPC 4066: sensor histidine kinase ,0.5,0.5,0.5
FMPC 4067: glycosyltransferase ,0.5,0.5,0.5
FMPC 4068: glycerate kinase ,0.433257919,0.441904762,0.571428571
FMPC 4069: ABC transporter permease ,0.516402715,0.462857143,0.520408163
FMPC 4070: DNA polymerase III subunit beta ,0.540723982,0.457142857,0.448979592
FMPC 4071: glycosyltransferase family 2 protein ,0.480769231,0.5,0.5
FMPC 4072: cysteine desulfurase ,0.602658371,0.525714286,0.408163265
FMPC 4073: mannitol-1-phosphate 5-dehydrogenase ,0.530542986,0.516190476,0.663265306
FMPC 4074: BMP family ABC transporter substrate-binding protein ,0.531674208,0.374285714,0.469387755
FMPC 4075: ABC transporter permease ,0.509615385,0.5,0.5
FMPC 4076: nitrogen regulation protein NR(II) ,0.507352941,0.476190476,0.5
FMPC 4077: DUF2515 family protein ,0.5,0.5,0.5
FMPC 4078: cysteine desulfurase ,0.512443439,0.335238095,0.775510204
FMPC 4079: exonuclease SbcCD subunit D ,0.507352941,0.5,0.5
FMPC 4080: M20 peptidase aminoacylase family protein ,0.5,0.5,0.5
FMPC 4081: *hhblits annotated* Relaxase/mobilization nuclease domain protein  db:Pdp70 e-value:2.5e-29 ,0.456447964,0.312380952,0.714285714
FMPC 4082: phage major capsid protein ,0.468325792,0.52,0.5
FMPC 4083: site-specific integrase ,0.5,0.5,0.5
FMPC 4084: UDP-galactopyranose mutase ,0.634615385,0.796190476,0.551020408
FMPC 4085: RNA-guided endonuclease TnpB family protein ,0.490950226,0.452380952,0.408163265
FMPC 4086: DUF3990 domain-containing protein ,0.458710407,0.56,0.510204082
FMPC 4087: DNA (cytosine-5-)-methyltransferase ,0.521493213,0.296190476,0.428571429
FMPC 4088: UDP-glucose 4-epimerase GalE ,0.626696833,0.483809524,0.653061224
FMPC 4089: baseplate J/gp47 family protein ,0.5,0.5,0.5
FMPC 4090: YcbX family protein ,0.507352941,0.47047619,0.479591837
FMPC 4091: His-Xaa-Ser system radical SAM maturase HxsC ,0.443438914,0.311428571,0.428571429
FMPC 4092: phage/plasmid replication protein ,0.458710407,0.404761905,0.5
FMPC 4093: DNA (cytosine-5-)-methyltransferase ,0.600678733,0.455238095,0.551020408
FMPC 4094: IS3 family transposase ,0.556278281,0.42952381,0.673469388
FMPC 4095: response regulator ,0.5,0.5,0.5
FMPC 4096: PLP-dependent aspartate aminotransferase family protein ,0.494909502,0.493333333,0.612244898
FMPC 4097: assembly protein ,0.5,0.5,0.5
FMPC 4098: site-specific integrase ,0.507352941,0.5,0.5
FMPC 4099: N-methyl-L-tryptophan oxidase ,0.5,0.5,0.5
FMPC 4100: slipin family protein ,0.50678733,0.375238095,0.642857143
FMPC 4101: DNA polymerase III subunit beta ,0.5,0.5,0.5
FMPC 4102: AraC family transcriptional regulator ,0.5,0.5,0.5
FMPC 4103: site-specific integrase ,0.487839367,0.5,0.5
FMPC 4104: ImmA/IrrE family metallo-endopeptidase ,0.301470588,0.380952381,0.408163265
FMPC 4105: GntR family transcriptional regulator ,0.509332579,0.613333333,0.714285714
FMPC 4106: glycosyltransferase ,0.408371041,0.380952381,0.520408163
FMPC 4107: metallophosphoesterase ,0.5,0.5,0.5
FMPC 4108: M48 family metallopeptidase ,0.5,0.5,0.5
FMPC 4109: GNAT family N-acetyltransferase ,0.396493213,0.342857143,0.275510204
FMPC 4110: *hhblits annotated* Tetratricopeptide (TPR) domain protein  db:Pdp70 e-value:9.3e-62 ,0.514705882,0.5,0.428571429
FMPC 4111: tail fiber domain-containing protein ,0.534219457,0.52,0.428571429
FMPC 4112: capsular polyglutamate synthetase PgsA ,0.507352941,0.52,0.5
FMPC 4113: site-specific integrase ,0.533088235,0.512380952,0.408163265
FMPC 4114: DUF2800 domain-containing protein ,0.548076923,0.375238095,0.530612245
FMPC 4115: HAMP domain-containing histidine kinase ,0.5,0.5,0.5
FMPC 4116: glycosyltransferase family 4 protein ,0.338800905,0.582857143,0.367346939
FMPC 4117: ABC transporter ATP-binding protein ,0.616515837,0.451428571,0.653061224
FMPC 4118: glycosyltransferase ,0.505090498,0.40952381,0.428571429
FMPC 4119: AI-2E family transporter ,0.534502262,0.52,0.714285714
FMPC 4120: UDP-N-acetylglucosamine--LPS N-acetylglucosamine transferase ,0.5,0.5,0.5
FMPC 4121: homoserine O-acetyltransferase ,0.446832579,0.447619048,0.5
FMPC 4122: relaxase/mobilization nuclease domain-containing protein ,0.495757919,0.405714286,0.357142857
FMPC 4123: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase ,0.73699095,0.455238095,0.612244898
FMPC 4124: AAA family ATPase ,0.488404977,0.497142857,0.5
FMPC 4125: IS110 family transposase ,0.523190045,0.438095238,0.581632653
FMPC 4126: polysaccharide export protein ,0.476809955,0.455238095,0.448979592
FMPC 4127: sensor histidine kinase ,0.494909502,0.438095238,0.326530612
FMPC 4128: CapA family protein ,0.5,0.5,0.5
FMPC 4129: DUF3734 domain-containing protein ,0.5,0.476190476,0.5
"FMPC 4130: *hhblits annotated* Pre-protein VI, Hexon protein, Penton db:Uniclust30 e-value:3e-101 ",0.5,0.5,0.5
FMPC 4131: site-specific integrase ,0.543552036,0.632380952,0.591836735
FMPC 4132: glutathione-dependent formaldehyde dehydrogenase ,0.529411765,0.495238095,0.448979592
FMPC 4133: AimR family lysis-lysogeny pheromone receptor ,0.5,0.5,0.5
FMPC 4134: cyclopropane fatty acyl phospholipid synthase ,0.456165158,0.373333333,0.530612245
FMPC 4135: glycine oxidase ThiO ,0.5,0.5,0.5
FMPC 4136: MFS transporter ,0.5,0.476190476,0.5
FMPC 4137: IscS subfamily cysteine desulfurase ,0.5,0.5,0.5
FMPC 4138: *hhblits annotated* C-terminal domain on Strawberry notch homologue  db:Pdp70 e-value:4.2e-10 ,0.5,0.5,0.5
FMPC 4139: nucleotidyltransferase ,0.5,0.476190476,0.5
FMPC 4140: *hhblits annotated* Ppd27 db:Uniclust30_2023 e-value:2.4e-109 ,0.514705882,0.5,0.448979592
FMPC 4141: CCA tRNA nucleotidyltransferase ,0.5,0.5,0.428571429
FMPC 4142: DUF445 family protein ,0.5,0.5,0.571428571
FMPC 4143: ABC transporter substrate-binding protein ,0.371606335,0.447619048,0.306122449
FMPC 4144: AAA family ATPase ,0.463800905,0.373333333,0.408163265
FMPC 4145: DNA-processing protein DprA ,0.507352941,0.354285714,0.469387755
FMPC 4146: GNAT family N-acetyltransferase ,0.457579186,0.478095238,0.367346939
FMPC 4147: phage minor capsid protein ,0.505090498,0.534285714,0.357142857
FMPC 4148: transporter ,0.5,0.5,0.5
"FMPC 4149: dTDP-glucose 4,6-dehydratase ",0.436651584,0.403809524,0.408163265
FMPC 4150: tyrosine-type recombinase/integrase ,0.417986425,0.488571429,0.326530612
FMPC 4151: *hhblits annotated* Plastid ribosomal protein L11  db:Pdp70 e-value:1.6e-150 ,0.566176471,0.405714286,0.683673469
FMPC 4152: site-specific integrase ,0.512443439,0.474285714,0.62244898
FMPC 4153: HAMP domain-containing histidine kinase ,0.644230769,0.314285714,0.489795918
FMPC 4154: DUF3883 domain-containing protein ,0.507352941,0.514285714,0.785714286
FMPC 4155: lipid-A-disaccharide synthase ,0.44739819,0.491428571,0.469387755
FMPC 4156: virulence factor ,0.5,0.5,0.428571429
FMPC 4157: phage portal protein ,0.358031674,0.506666667,0.632653061
FMPC 4158: capsid protein ,0.5260181,0.5,0.5
FMPC 4159: glycerol dehydrogenase ,0.597567873,0.388571429,0.387755102
FMPC 4160: phage major capsid protein ,0.50311086,0.5,0.5
FMPC 4161: site-specific integrase ,0.495475113,0.52,0.5
FMPC 4162: NAD(P)/FAD-dependent oxidoreductase ,0.5,0.5,0.5
FMPC 4163: DNA polymerase III subunit beta ,0.537330317,0.354285714,0.285714286
FMPC 4164: HNH endonuclease ,0.559954751,0.495238095,0.612244898
FMPC 4165: IS110 family transposase ,0.488122172,0.302857143,0.469387755
FMPC 4166: ISAs1-like element IS1548 family transposase ,0.382070136,0.422857143,0.397959184
FMPC 4167: MBL fold metallo-hydrolase ,0.5,0.5,0.510204082
FMPC 4168: *hhblits annotated* PrpF protein  db:Pdp70 e-value:1.2e-97 ,0.48020362,0.548571429,0.428571429
FMPC 4169: type IV secretion system protein ,0.5,0.5,0.5
FMPC 4170: EpsG family protein ,0.5,0.5,0.5
FMPC 4171: TRAP transporter substrate-binding protein DctP ,0.5,0.5,0.5
FMPC 4172: ABC transporter substrate-binding protein ,0.5,0.5,0.5
FMPC 4173: *hhblits annotated* Membrane protein  db:Pdp70 e-value:4.6e-200 ,0.309954751,0.420952381,0.469387755
FMPC 4174: Ger(x)C family spore germination protein ,0.507352941,0.5,0.5
FMPC 4175: sporulation integral membrane protein YtvI ,0.5,0.5,0.5
FMPC 4176: glycosyltransferase ,0.531108597,0.596190476,0.336734694
FMPC 4177: *hhblits annotated* Predicted protein db:Uniclust30_2023 e-value:6.6000000000000004e-130 ,0.5,0.5,0.5
FMPC 4178: ABC transporter permease ,0.5,0.5,0.5
FMPC 4179: 50S ribosome-binding GTPase ,0.5,0.5,0.5
FMPC 4180: toxic anion resistance protein ,0.507352941,0.452380952,0.5
FMPC 4181: SusF/SusE family outer membrane protein ,0.5,0.5,0.5
FMPC 4182: ATP-binding protein ,0.507352941,0.5,0.428571429
FMPC 4183: ABC transporter permease ,0.476809955,0.360952381,0.551020408
FMPC 4184: ATP-binding protein ,0.492081448,0.352380952,0.714285714
FMPC 4185: *hhblits annotated* Lipoprotein  db:Pdp70 e-value:0.013 ,0.538461538,0.499047619,0.489795918
FMPC 4186: glycosyltransferase family 4 protein ,0.5,0.5,0.5
FMPC 4187: *hhblits annotated* N-acetylmuramoyl-L-alanine amidase LytC  db:Pdp70 e-value:2.7e-42 ,0.5,0.5,0.5
